Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW),Latitude,Longitude
163.0,ŞRJ/3546,TEKSTİL KENT İŞHANI -2,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruç Reis Mahallesi Tekstilkent Caddesi A24 Blok Sokağı  No:10 Esenler / İSTANBUL,SKT/7073,AC,AC_TYPE2,22.0,,
163.0,ŞRJ/3546,TEKSTİL KENT İŞHANI -2,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruç Reis Mahallesi Tekstilkent Caddesi A24 Blok Sokağı  No:10 Esenler / İSTANBUL,SKT/7074,AC,AC_TYPE2,22.0,,
201.0,ŞRJ/7207,TEKSTİLKENT İŞ HANI -3,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruçreis Mahallesi Tekstilkent Caddesi Tekstilkent Sitesi Sokağı  No:10 C /A24 BLOK Esenler / İSTANBUL,SKT/16147,AC,AC_TYPE2,22.0,,
201.0,ŞRJ/7207,TEKSTİLKENT İŞ HANI -3,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruçreis Mahallesi Tekstilkent Caddesi Tekstilkent Sitesi Sokağı  No:10 C /A24 BLOK Esenler / İSTANBUL,SKT/16148,AC,AC_TYPE2,22.0,,
201.0,ŞRJ/7207,TEKSTİLKENT İŞ HANI -3,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruçreis Mahallesi Tekstilkent Caddesi Tekstilkent Sitesi Sokağı  No:10 C /A24 BLOK Esenler / İSTANBUL,SKT/16149,DC,DC_CCS,60.0,,
201.0,ŞRJ/7207,TEKSTİLKENT İŞ HANI -3,HALKA_ACIK,AOSTECHNOLOGY,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ, ,Oruçreis Mahallesi Tekstilkent Caddesi Tekstilkent Sitesi Sokağı  No:10 C /A24 BLOK Esenler / İSTANBUL,SKT/27189,DC,DC_CCS,60.0,,
274.0,ŞRJ/8898,OTP OGULTURK DIKMEN,HALKA_ACIK,oğultürk PANO,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,İlk Adım Mh. Mahallesi Dikmen Cd. Caddesi  No:91 Çankaya / ANKARA,SKT/20589,AC,AC_TYPE2,15.0,,
274.0,ŞRJ/8898,OTP OGULTURK DIKMEN,HALKA_ACIK,oğultürk PANO,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,İlk Adım Mh. Mahallesi Dikmen Cd. Caddesi  No:91 Çankaya / ANKARA,SKT/20590,AC,AC_TYPE2,15.0,,
274.0,ŞRJ/8898,OTP OGULTURK DIKMEN,HALKA_ACIK,oğultürk PANO,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,İlk Adım Mh. Mahallesi Dikmen Cd. Caddesi  No:91 Çankaya / ANKARA,SKT/22327,DC,DC_CCS,70.0,,
274.0,ŞRJ/8898,OTP OGULTURK DIKMEN,HALKA_ACIK,oğultürk PANO,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,OTP OĞULTÜRK PANO İMALAT İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ, ,İlk Adım Mh. Mahallesi Dikmen Cd. Caddesi  No:91 Çankaya / ANKARA,SKT/22328,DC,DC_CCS,70.0,,
338.0,ŞRJ/12991,Banu Evleri İki,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Tahta Kale Mahallesi Mineçiçeği Sokağı  No:14  Isparta Kule Avcılar / İSTANBUL,SKT/33480,AC,AC_TYPE2,20.0,,
338.0,ŞRJ/12991,Banu Evleri İki,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Tahta Kale Mahallesi Mineçiçeği Sokağı  No:14  Isparta Kule Avcılar / İSTANBUL,SKT/33481,AC,AC_TYPE2,20.0,,
338.0,ŞRJ/12991,Banu Evleri İki,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Tahta Kale Mahallesi Mineçiçeği Sokağı  No:14  Isparta Kule Avcılar / İSTANBUL,SKT/33482,AC,AC_TYPE2,20.0,,
349.0,ŞRJ/7394,Pegasus Genel Müdürlük,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Abdurahmangazi Mahallesi Güvercinli Sokağı  No:1  Kurtköy Pendik / İSTANBUL,SKT/16616,AC,AC_TYPE2,11.0,,
349.0,ŞRJ/7394,Pegasus Genel Müdürlük,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Abdurahmangazi Mahallesi Güvercinli Sokağı  No:1  Kurtköy Pendik / İSTANBUL,SKT/16617,AC,AC_TYPE2,11.0,,
349.0,ŞRJ/7394,Pegasus Genel Müdürlük,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Abdurahmangazi Mahallesi Güvercinli Sokağı  No:1  Kurtköy Pendik / İSTANBUL,SKT/42126,AC,AC_TYPE2,11.0,,
349.0,ŞRJ/7394,Pegasus Genel Müdürlük,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Abdurahmangazi Mahallesi Güvercinli Sokağı  No:1  Kurtköy Pendik / İSTANBUL,SKT/42127,AC,AC_TYPE2,11.0,,
351.0,ŞRJ/15959,Şehristan Konutları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Lapaşa Mahallesi İstanbulkapı Caddesi  No:1  Şehristan Konutları Yakutiye / ERZURUM,SKT/42922,AC,AC_TYPE2,20.0,,
351.0,ŞRJ/15959,Şehristan Konutları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Lapaşa Mahallesi İstanbulkapı Caddesi  No:1  Şehristan Konutları Yakutiye / ERZURUM,SKT/42923,AC,AC_TYPE2,20.0,,
351.0,ŞRJ/15959,Şehristan Konutları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Lapaşa Mahallesi İstanbulkapı Caddesi  No:1  Şehristan Konutları Yakutiye / ERZURUM,SKT/42924,AC,AC_TYPE2,20.0,,
354.0,ŞRJ/12876,Asmalı Bahçe Konakları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SKT/33229,AC,AC_TYPE2,10.0,,
354.0,ŞRJ/12876,Asmalı Bahçe Konakları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SKT/33230,AC,AC_TYPE2,10.0,,
354.0,ŞRJ/12876,Asmalı Bahçe Konakları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SKT/33231,AC,AC_TYPE2,10.0,,
354.0,ŞRJ/12876,Asmalı Bahçe Konakları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SKT/41928,AC,AC_TYPE2,10.0,,
354.0,ŞRJ/12876,Asmalı Bahçe Konakları,OZEL,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SKT/41929,AC,AC_TYPE2,10.0,,
378.0,ŞRJ/18706,Nallıhan Pazaryeri,HALKA_ACIK,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Çayırhan Mahallesi  No:55/ Resmi Kur Nallıhan / ANKARA,SKT/51846,AC,AC_TYPE2,11.0,,
378.0,ŞRJ/18706,Nallıhan Pazaryeri,HALKA_ACIK,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ, ,Çayırhan Mahallesi  No:55/ Resmi Kur Nallıhan / ANKARA,SKT/51847,AC,AC_TYPE2,11.0,,
423.0,ŞRJ/14224,Çanakkale 1 – Dardanos Go Petrol,HALKA_ACIK,SOLARGIZE,SMART SOLARGİZE YEŞİL MOBİLİTE ENERJİ ANONİM ŞİRKETİ,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Musaköy Mahallesi Köy Sokağı Sokağı  No:124/1  Musaköy Merkez / ÇANAKKALE,SKT/37347,DC,DC_CCS,120.0,,
423.0,ŞRJ/14224,Çanakkale 1 – Dardanos Go Petrol,HALKA_ACIK,SOLARGIZE,SMART SOLARGİZE YEŞİL MOBİLİTE ENERJİ ANONİM ŞİRKETİ,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Musaköy Mahallesi Köy Sokağı Sokağı  No:124/1  Musaköy Merkez / ÇANAKKALE,SKT/37348,DC,DC_CCS,120.0,,
446.0,ŞRJ/4058,Gümüşlük Otoparkı,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,Gümüşlük Mahallesi 5135 Sokağı  No:6/1  Gümüşlük Belediye Otoparkı Bodrum / MUĞLA,SKT/8315,AC,AC_TYPE2,22.0,,
460.0,ŞRJ/3248,Lidya Sardes Hotel Thermal & Spa,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,Yeşilyurt Mahallesi Kurşunlu Kaplıcaları Yolu Caddesi 904 Sokağı Salihli / MANİSA,SKT/6298,AC,AC_TYPE2,22.0,,
477.0,ŞRJ/13650,Pekdemir Çiftliği Deliktaş Mağazası,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,85 Deliktaş Altgeçidi Mahallesi 1975 Sokağı Merkez / DENİZLİ,SKT/35563,DC,DC_CCS,60.0,,
477.0,ŞRJ/13650,Pekdemir Çiftliği Deliktaş Mağazası,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,85 Deliktaş Altgeçidi Mahallesi 1975 Sokağı Merkez / DENİZLİ,SKT/35564,DC,DC_CCS,60.0,,
482.0,ŞRJ/15722,Last Point Sitesi,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,Soğucak Mahallesi 4886 Sokağı  No:2A Kuşadası / AYDIN,SKT/42143,AC,AC_TYPE2,22.0,,
482.0,ŞRJ/15722,Last Point Sitesi,HALKA_ACIK,otoWATT,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ,AYDEM PLUS ENERJİ ÇÖZÜMLERİ TİCARET ANONİM ŞİRKETİ, ,Soğucak Mahallesi 4886 Sokağı  No:2A Kuşadası / AYDIN,SKT/42144,AC,AC_TYPE2,22.0,,
125.0,ŞRJ/5447,"Nasıroğulları, Muş Merkez - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Karayolları Kavşağı Caddesi Karayolları Karşısı Sokağı Merkez / MUŞ,SKT/11839,DC,DC_CCS,120.0,,
125.0,ŞRJ/5447,"Nasıroğulları, Muş Merkez - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Karayolları Kavşağı Caddesi Karayolları Karşısı Sokağı Merkez / MUŞ,SKT/11840,DC,DC_CCS,120.0,,
128.0,ŞRJ/5456,"Akdamar, Gevaş - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Halime Hatun Kümbeti Mahallesi Tatvan Karayolu 40 Km Caddesi Gevaş / VAN,SKT/11857,DC,DC_CCS,120.0,,
128.0,ŞRJ/5456,"Akdamar, Gevaş - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Halime Hatun Kümbeti Mahallesi Tatvan Karayolu 40 Km Caddesi Gevaş / VAN,SKT/11858,DC,DC_CCS,120.0,,
131.0,ŞRJ/5458,"Ümran, Tuşba - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Abdurrahman Gazi Mahallesi Tuşba Belediyesi Yanı Caddesi  No:65030 / 39A Tuşba / VAN,SKT/11861,DC,DC_CCS,120.0,,
131.0,ŞRJ/5458,"Ümran, Tuşba - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Abdurrahman Gazi Mahallesi Tuşba Belediyesi Yanı Caddesi  No:65030 / 39A Tuşba / VAN,SKT/11862,DC,DC_CCS,120.0,,
142.0,ŞRJ/6401,"Gözegir Petrol, Gevaş - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Tatvan -van Karayolu Mahallesi Gevaş / VAN,SKT/13966,DC,DC_CCS,120.0,,
142.0,ŞRJ/6401,"Gözegir Petrol, Gevaş - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Tatvan -van Karayolu Mahallesi Gevaş / VAN,SKT/13967,DC,DC_CCS,120.0,,
145.0,ŞRJ/6620,"Sultan Sofrası, Osmancık - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Çiftlikler Mahallesi Gökbel Sokağı  No:35/1 Osmancık / ÇORUM,SKT/14663,DC,DC_CCS,120.0,,
145.0,ŞRJ/6620,"Sultan Sofrası, Osmancık - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Çiftlikler Mahallesi Gökbel Sokağı  No:35/1 Osmancık / ÇORUM,SKT/14664,DC,DC_CCS,120.0,,
148.0,ŞRJ/6663,"Yıldızlar, Kırıkkale Merkez - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Ankara Karayolu 1.km Mahallesi  İl Jandarma Komutanlığı Yanı Lukoil Merkez / KIRIKKALE,SKT/14768,DC,DC_CCS,120.0,,
148.0,ŞRJ/6663,"Yıldızlar, Kırıkkale Merkez - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Ankara Karayolu 1.km Mahallesi  İl Jandarma Komutanlığı Yanı Lukoil Merkez / KIRIKKALE,SKT/14770,DC,DC_CCS,120.0,,
162.0,ŞRJ/6814,"ÇTN, Merzifon - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Samsun İstanbul Karayolu 100. Km Caddesi  Turkish Oil Yanı Merzifon / AMASYA,SKT/15166,DC,DC_CCS,120.0,,
162.0,ŞRJ/6814,"ÇTN, Merzifon - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Samsun İstanbul Karayolu 100. Km Caddesi  Turkish Oil Yanı Merzifon / AMASYA,SKT/15167,DC,DC_CCS,120.0,,
167.0,ŞRJ/5457,"Castrol, Tuşba - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Seyrantepe Mahallesi Sanayi Sitesi 11.blok Caddesi 46. Sokağı  No:65040 / 1A Tuşba / VAN,SKT/11859,DC,DC_CCS,120.0,,
167.0,ŞRJ/5457,"Castrol, Tuşba - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Seyrantepe Mahallesi Sanayi Sitesi 11.blok Caddesi 46. Sokağı  No:65040 / 1A Tuşba / VAN,SKT/11860,DC,DC_CCS,120.0,,
169.0,ŞRJ/6405,"Kofan, Batman Merkez - AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Korik Mahallesi  No:92  Kofan Petrol Sitesi Kofan Petrol Blok Merkez / BATMAN,SKT/13986,AC,AC_TYPE2,22.0,,
180.0,ŞRJ/6623,"Hanedan, Osmancık - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yeşilçatma Mahallesi  Yeşilkent Sitesi B Blok Osmancık / ÇORUM,SKT/14669,DC,DC_CCS,120.0,,
180.0,ŞRJ/6623,"Hanedan, Osmancık - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yeşilçatma Mahallesi  Yeşilkent Sitesi B Blok Osmancık / ÇORUM,SKT/14670,DC,DC_CCS,120.0,,
188.0,ŞRJ/13129,"FM İnşaat, Seyhan - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Gürselpaşa Mahallesi 75326 Sokağı  No:1/A Seyhan / ADANA,SKT/33899,DC,DC_CCS,120.0,,
188.0,ŞRJ/13129,"FM İnşaat, Seyhan - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Gürselpaşa Mahallesi 75326 Sokağı  No:1/A Seyhan / ADANA,SKT/33900,DC,DC_CCS,120.0,,
200.0,ŞRJ/14148,"Kardelen, Çiftlikköy - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Çiftlik Mahallesi Mahallesi İzmit Karayolu Üzeri Narkent Sitesi Karşısı Caddesi Çiftlikköy / YALOVA,SKT/37174,DC,DC_CCS,120.0,,
200.0,ŞRJ/14148,"Kardelen, Çiftlikköy - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Çiftlik Mahallesi Mahallesi İzmit Karayolu Üzeri Narkent Sitesi Karşısı Caddesi Çiftlikköy / YALOVA,SKT/37175,DC,DC_CCS,120.0,,
201.0,ŞRJ/14149,"Hasan Usta, Çukurova - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yurt Mahallesi Mahallesi Kurttepe Sokak Sokağı  Bucak Merkez Köyü Çukurova / ADANA,SKT/37176,DC,DC_CCS,120.0,,
201.0,ŞRJ/14149,"Hasan Usta, Çukurova - DC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yurt Mahallesi Mahallesi Kurttepe Sokak Sokağı  Bucak Merkez Köyü Çukurova / ADANA,SKT/37178,DC,DC_CCS,120.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46618,DC,DC_CCS,120.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46619,DC,DC_CCS,120.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46620,AC,AC_TYPE2,22.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46621,AC,AC_TYPE2,22.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46622,AC,AC_TYPE2,22.0,,
235.0,ŞRJ/17108,"Çankaya Üniversitesi, Etimesgut 1 DC, 11 AC",HALKA_ACIK,Otopriz,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ,DİCLE KÖK ENERJİ YATIRIM ANONİM ŞİRKETİ, ,Yukarıyurtçu Mahallesi Mimar  Sinan Sokağı  No:4 Etimesgut / ANKARA,SKT/46623,AC,AC_TYPE2,22.0,,
