Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW),Latitude,Longitude
23.0,ŞRJ/10088,Atatürk Kültür Merkezi,HALKA_ACIK,Electrise,CHARGE TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,CHARGE TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Limonluk Mahallesi Ali Kaya Mutlu Sokağı  No:11  Merkez Yenişehir / MERSİN,SKT/24290,AC,AC_TYPE2,22.0,,
53.0,ŞRJ/4936,TIRMIL (ÇOKGÜN OTOMOTİV)#BLUE ENERJİ#,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ÇOKGÜN OTOMOTİV TAŞIMACILIK GIDA İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Çilek Mahallesi 63117 Sokağı  No:2/3  Tırmıl Sanayi Sitesi Akdeniz / MERSİN,SKT/10458,AC,AC_TYPE2,7.5,,
70.0,ŞRJ/12125,KENT GROUP TURİZM GIDA SANAYİ TİCARET LTD. ŞTİ.,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Esentepe Mahallesi Gül Sokağı  No:1  Yaylabağı İhsaniye / AFYONKARAHİSAR,SKT/30761,AC,AC_TYPE2,22.0,,
70.0,ŞRJ/12125,KENT GROUP TURİZM GIDA SANAYİ TİCARET LTD. ŞTİ.,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Esentepe Mahallesi Gül Sokağı  No:1  Yaylabağı İhsaniye / AFYONKARAHİSAR,SKT/30762,AC,AC_TYPE2,22.0,,
70.0,ŞRJ/12125,KENT GROUP TURİZM GIDA SANAYİ TİCARET LTD. ŞTİ.,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Esentepe Mahallesi Gül Sokağı  No:1  Yaylabağı İhsaniye / AFYONKARAHİSAR,SKT/30763,AC,AC_TYPE2,22.0,,
70.0,ŞRJ/12125,KENT GROUP TURİZM GIDA SANAYİ TİCARET LTD. ŞTİ.,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Esentepe Mahallesi Gül Sokağı  No:1  Yaylabağı İhsaniye / AFYONKARAHİSAR,SKT/30764,DC,DC_CCS,90.0,,
70.0,ŞRJ/12125,KENT GROUP TURİZM GIDA SANAYİ TİCARET LTD. ŞTİ.,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Esentepe Mahallesi Gül Sokağı  No:1  Yaylabağı İhsaniye / AFYONKARAHİSAR,SKT/30765,DC,DC_CCS,90.0,,
92.0,ŞRJ/6582,CUMHURİYET EVLER#BLUE ENERJİ#,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ, ,Korukent Mahallesi 96108 Sokağı  No:4 /6 Toroslar / MERSİN,SKT/14459,AC,AC_TYPE2,5.0,,
92.0,ŞRJ/6582,CUMHURİYET EVLER#BLUE ENERJİ#,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ, ,Korukent Mahallesi 96108 Sokağı  No:4 /6 Toroslar / MERSİN,SKT/17767,AC,AC_TYPE2,5.0,,
95.0,ŞRJ/8218,ŞERAFETTİN ÜNSAL,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ, ,Sancak Mahallesi Semavi Caddesi Türkler Sokağı  No:6/B Selçuklu / KONYA,SKT/18820,AC,AC_TYPE2,7.4,,
101.0,ŞRJ/5922,REGULUS TERMAL HOTEL#BLUE ENERJİ#,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,AFBİM BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Yayla Belediyesi Esentepe Mahallesi Çakmak Sokk Sokağı  No:171 C/1  Topçu Apartmanı İhsaniye / AFYONKARAHİSAR,SKT/12883,AC,AC_TYPE2,22.0,,
110.0,ŞRJ/12111,SELÇUK GIDA TURİZM,HALKA_ACIK,ŞarjMatik,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ,ŞARJMATİK ENERJİ BİLİŞİM LİMİTED ŞİRKETİ, ,Sularbaşı Mahallesi Otopark Hanımın Cami Yanı Sokağı Merkez / SİVAS,SKT/30741,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20523,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20526,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20528,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20530,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20551,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20552,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20553,AC,AC_TYPE2,22.0,,
131.0,ŞRJ/8891,VİALLİ,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Soğucak Osb Mah. Mahallesi 3.osb Bölgesi Caddesi Söğütlü / SAKARYA,SKT/20555,AC,AC_TYPE2,22.0,,
136.0,ŞRJ/20393,ZIRHLI GROSS DÜZCE,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Taşköprü Mahallesi 16044. Sokağı  No:3/2 Merkez / DÜZCE,SKT/58437,DC,DC_CCS,180.0,,
136.0,ŞRJ/20393,ZIRHLI GROSS DÜZCE,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Taşköprü Mahallesi 16044. Sokağı  No:3/2 Merkez / DÜZCE,SKT/58438,DC,DC_CCS,180.0,,
136.0,ŞRJ/20393,ZIRHLI GROSS DÜZCE,HALKA_ACIK,gotedygo,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TEDY ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Taşköprü Mahallesi 16044. Sokağı  No:3/2 Merkez / DÜZCE,SKT/58439,AC,AC_TYPE2,22.0,,
139.0,ŞRJ/17344,MİLLET BAHÇESİ YANI OTOPARK,HALKA_ACIK,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Bali Bey Mahallesi Havadar Sokağı Şile / İSTANBUL,SKT/47413,AC,AC_TYPE2,22.0,,
139.0,ŞRJ/17344,MİLLET BAHÇESİ YANI OTOPARK,HALKA_ACIK,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Bali Bey Mahallesi Havadar Sokağı Şile / İSTANBUL,SKT/47414,AC,AC_TYPE2,22.0,,
153.0,ŞRJ/10812,AYDINLAR OTO AC,HALKA_ACIK,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Şemsibey Mahallesi  No:400  Erciş Yolu Üzeri 8. Km Tüv Karşısı Tuşba / VAN,SKT/26463,AC,AC_TYPE2,22.0,,
153.0,ŞRJ/10812,AYDINLAR OTO AC,HALKA_ACIK,Greendrive,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKKÖPRÜLÜ OTOMOTİV İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Şemsibey Mahallesi  No:400  Erciş Yolu Üzeri 8. Km Tüv Karşısı Tuşba / VAN,SKT/26464,AC,AC_TYPE2,22.0,,
157.0,ŞRJ/9938,Özsalbaş Kasabı,HALKA_ACIK,RUG PAGE,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Pirili Mahallesi Kütüklü Sokağı  No:29  Bucak Çukurova / ADANA,SKT/23825,DC,DC_CCS,80.0,,
157.0,ŞRJ/9938,Özsalbaş Kasabı,HALKA_ACIK,RUG PAGE,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Pirili Mahallesi Kütüklü Sokağı  No:29  Bucak Çukurova / ADANA,SKT/23826,DC,DC_CCS,80.0,,
172.0,ŞRJ/18821,Forya Otel,HALKA_ACIK,d-rect charge,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Kuzeykent Mahallesi 31168 Sokağı  No:7 Yenişehir / MERSİN,SKT/52202,DC,DC_CCS,160.0,,
172.0,ŞRJ/18821,Forya Otel,HALKA_ACIK,d-rect charge,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,D RECT CHARGE ELEKTRİK ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ, ,Kuzeykent Mahallesi 31168 Sokağı  No:7 Yenişehir / MERSİN,SKT/52203,DC,DC_CCS,160.0,,
174.0,ŞRJ/6189,OLYMPOS LODGE OTEL,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Ulupınar Mahallesi . Caddesi Çıralı Sokağı  No:9 Kemer / ANTALYA,SKT/13504,AC,AC_TYPE2,22.0,,
181.0,ŞRJ/7689,CRT YÜKSEK ELEKTRİK,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,4 Eylül Küçük Sanayi Mahallesi Keresteciler Sokağı  No:2 Merkez / SİVAS,SKT/17504,AC,AC_TYPE2,11.0,,
186.0,ŞRJ/9974,10 BURDA AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Gaziosmanpaşa Mahallesi Atatürk Devlet Hastanesi Acil Girişi Yanı Caddesi Altıeylül / BALIKESİR,SKT/23977,DC,DC_CCS,120.0,,
186.0,ŞRJ/9974,10 BURDA AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Gaziosmanpaşa Mahallesi Atatürk Devlet Hastanesi Acil Girişi Yanı Caddesi Altıeylül / BALIKESİR,SKT/23978,DC,DC_CCS,120.0,,
198.0,ŞRJ/11362,CEPA ALIŞVERİŞ MERKEZİ,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Mustafa Kemal Mahallesi Cepa Alışveriş Merkezi Sokağı  No:2 Çankaya / ANKARA,SKT/28135,DC,DC_CCS,120.0,,
198.0,ŞRJ/11362,CEPA ALIŞVERİŞ MERKEZİ,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Mustafa Kemal Mahallesi Cepa Alışveriş Merkezi Sokağı  No:2 Çankaya / ANKARA,SKT/28136,DC,DC_CCS,120.0,,
208.0,ŞRJ/12587,İSTANBUL KAYAŞEHİR 15. BÖLGE 2. KISIM İNCİ SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Ali Albayrak Caddesi  No:2 Başakşehir / İSTANBUL,SKT/32282,AC,AC_TYPE2,22.0,,
208.0,ŞRJ/12587,İSTANBUL KAYAŞEHİR 15. BÖLGE 2. KISIM İNCİ SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Ali Albayrak Caddesi  No:2 Başakşehir / İSTANBUL,SKT/32283,AC,AC_TYPE2,22.0,,
215.0,ŞRJ/12898,MOS EXPORT,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Beymelek Mahallesi Toptancı Hali Sokağı  No:K-1 BLOK Demre / ANTALYA,SKT/33261,AC,AC_TYPE2,22.0,,
219.0,ŞRJ/12986,GÖKÇENOĞLU MOBİLYA DOĞTAŞ,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çankaya Mahallesi Akarca Sokağı  No:205/A Kepez / ANTALYA,SKT/33469,AC,AC_TYPE2,22.0,,
227.0,ŞRJ/13223,MAISON GREEN HILL BUTIK OTEL,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Karabük Mahallesi Pelitdibi Sokağı  No:15/1 Manavgat / ANTALYA,SKT/34377,AC,AC_TYPE2,22.0,,
231.0,ŞRJ/13521,Bİ MOLA ÇİFTALAN,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çiftalan Köyü Mahallesi Kırkmerdiven Göleti Sokağı Eyüpsultan / İSTANBUL,SKT/35138,DC,DC_CCS,200.0,,
231.0,ŞRJ/13521,Bİ MOLA ÇİFTALAN,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çiftalan Köyü Mahallesi Kırkmerdiven Göleti Sokağı Eyüpsultan / İSTANBUL,SKT/35139,DC,DC_CCS,200.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36012,AC,AC_TYPE2,21.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36013,AC,AC_TYPE2,10.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36014,AC,AC_TYPE2,10.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36015,AC,AC_TYPE2,21.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36016,AC,AC_TYPE2,21.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36017,AC,AC_TYPE2,21.0,,
251.0,ŞRJ/13753,RELAX PLUS SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi 5088 Sokağı  No:67/F Çankaya / ANKARA,SKT/36018,AC,AC_TYPE2,21.0,,
276.0,ŞRJ/14657,NEŞE CONCEPT SİTESİ,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,30 Ağustos Mahallesi 77 (520) Sokağı  No:7/B Nilüfer / BURSA,SKT/38757,AC,AC_TYPE2,10.0,,
279.0,ŞRJ/14703,YILDIZ LİFE OTEL,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çimenli Mahallesi Yalı Sokağı  No:42/A Ortahisar / TRABZON,SKT/38898,AC,AC_TYPE2,22.0,,
292.0,ŞRJ/13957,AĞAOĞLU MASLAK 1453,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Maslak Mahallesi Söğüt Sokağı  No:20 D-ETAP Sarıyer / İSTANBUL,SKT/36624,AC,AC_TYPE2,21.0,,
292.0,ŞRJ/13957,AĞAOĞLU MASLAK 1453,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Maslak Mahallesi Söğüt Sokağı  No:20 D-ETAP Sarıyer / İSTANBUL,SKT/36625,AC,AC_TYPE2,21.0,,
292.0,ŞRJ/13957,AĞAOĞLU MASLAK 1453,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Maslak Mahallesi Söğüt Sokağı  No:20 D-ETAP Sarıyer / İSTANBUL,SKT/36626,AC,AC_TYPE2,21.0,,
337.0,ŞRJ/13859,ESAS PLAZA 1,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Rüzgarlıbahçe Mahallesi Çam Pınarı Sokağı  No:8 Beykoz / İSTANBUL,SKT/36327,DC,DC_CCS,80.0,,
337.0,ŞRJ/13859,ESAS PLAZA 1,OZEL,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Rüzgarlıbahçe Mahallesi Çam Pınarı Sokağı  No:8 Beykoz / İSTANBUL,SKT/36328,DC,DC_CCS,80.0,,
340.0,ŞRJ/3441,EUROMASTER - İSTANBUL,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Çakmaklı Mahallesi 561 Sokağı  No:4/A Fatih / İSTANBUL,SKT/6862,AC,AC_TYPE2,22.0,,
389.0,ŞRJ/13958,AĞAOĞLU MASLAK 1453 - ÇARŞI,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Maslak Mahallesi Söğüt Sokağı  No:20H OB ETAP Sarıyer / İSTANBUL,SKT/36627,AC,AC_TYPE2,22.0,,
390.0,ŞRJ/6479,BİLKENT CENTER AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Üniveristeler Mahallesi . Caddesi 1597 Sokağı  No:3 Çankaya / ANKARA,SKT/14177,DC,DC_CCS,180.0,,
390.0,ŞRJ/6479,BİLKENT CENTER AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Üniveristeler Mahallesi . Caddesi 1597 Sokağı  No:3 Çankaya / ANKARA,SKT/14178,DC,DC_CCS,180.0,,
390.0,ŞRJ/6479,BİLKENT CENTER AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Üniveristeler Mahallesi . Caddesi 1597 Sokağı  No:3 Çankaya / ANKARA,SKT/14179,AC,AC_TYPE2,22.0,,
390.0,ŞRJ/6479,BİLKENT CENTER AVM,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Üniveristeler Mahallesi . Caddesi 1597 Sokağı  No:3 Çankaya / ANKARA,SKT/14180,AC,AC_TYPE2,22.0,,
414.0,ŞRJ/15971,ARZEN CAFE RESTAURANT,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,E80 Karayolu Mahallesi Dadaşkent Sokağı  No:5KM Aziziye / ERZURUM,SKT/42947,AC,AC_TYPE2,22.0,,
423.0,ŞRJ/16109,FORUM CENTER AVM OFİS,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Malazgirt Mahallesi Eyüpsultan Caddesi  No:UT Selçuklu / KONYA,SKT/43534,DC,DC_CCS,80.0,,
423.0,ŞRJ/16109,FORUM CENTER AVM OFİS,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Malazgirt Mahallesi Eyüpsultan Caddesi  No:UT Selçuklu / KONYA,SKT/43535,DC,DC_CCS,80.0,,
423.0,ŞRJ/16109,FORUM CENTER AVM OFİS,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Malazgirt Mahallesi Eyüpsultan Caddesi  No:UT Selçuklu / KONYA,SKT/43536,AC,AC_TYPE2,22.0,,
424.0,ŞRJ/16149,Bİ MOLA FENERTEPE,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Fenertepe Mahallesi  3.boğazköprüsü Şantiyesi Sultangazi / İSTANBUL,SKT/43664,DC,DC_CCS,200.0,,
424.0,ŞRJ/16149,Bİ MOLA FENERTEPE,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Fenertepe Mahallesi  3.boğazköprüsü Şantiyesi Sultangazi / İSTANBUL,SKT/43665,DC,DC_CCS,200.0,,
426.0,ŞRJ/15740,SUENO HOTEL BEACH SİDE,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Sueno Beach Hotel Side Mahallesi  No:0  Sorgun Yolu Manavgat / ANTALYA,SKT/42183,AC,AC_TYPE2,22.0,,
426.0,ŞRJ/15740,SUENO HOTEL BEACH SİDE,HALKA_ACIK,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ, ,Sueno Beach Hotel Side Mahallesi  No:0  Sorgun Yolu Manavgat / ANTALYA,SKT/42184,AC,AC_TYPE2,22.0,,
