Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37657,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37658,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37659,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37660,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37661,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37662,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/37663,AC,AC_TYPE2,5
135.0,ŞRJ/14304,SPECTRUM-1,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,İstasyon Mahallesi Uşak Caddesi - Sokağı  No:177 /-  -  - Sandıklı / AFYONKARAHİSAR,SKT/41923,DC,DC_CCS,50
136.0,ŞRJ/15059,AĞAOĞLU MY CİTY,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Çakmak Mahallesi Tavukçuyolu Sokağı  No:24F Ümraniye / İSTANBUL,SKT/40098,AC,AC_TYPE2,22
136.0,ŞRJ/15059,AĞAOĞLU MY CİTY,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Çakmak Mahallesi Tavukçuyolu Sokağı  No:24F Ümraniye / İSTANBUL,SKT/40099,AC,AC_TYPE2,22
136.0,ŞRJ/15059,AĞAOĞLU MY CİTY,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Çakmak Mahallesi Tavukçuyolu Sokağı  No:24F Ümraniye / İSTANBUL,SKT/40100,AC,AC_TYPE2,22
136.0,ŞRJ/15059,AĞAOĞLU MY CİTY,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Çakmak Mahallesi Tavukçuyolu Sokağı  No:24F Ümraniye / İSTANBUL,SKT/56070,AC,AC_TYPE2,22
137.0,ŞRJ/20182,ATA KONUTLARI,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Atatürk Mahallesi Sedef Caddesi  No:11 Ataşehir / İSTANBUL,SKT/57491,AC,AC_TYPE2,22
137.0,ŞRJ/20182,ATA KONUTLARI,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Atatürk Mahallesi Sedef Caddesi  No:11 Ataşehir / İSTANBUL,SKT/57492,AC,AC_TYPE2,22
137.0,ŞRJ/20182,ATA KONUTLARI,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Atatürk Mahallesi Sedef Caddesi  No:11 Ataşehir / İSTANBUL,SKT/57493,AC,AC_TYPE2,22
137.0,ŞRJ/20182,ATA KONUTLARI,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Atatürk Mahallesi Sedef Caddesi  No:11 Ataşehir / İSTANBUL,SKT/57494,AC,AC_TYPE2,22
137.0,ŞRJ/20182,ATA KONUTLARI,OZEL,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Atatürk Mahallesi Sedef Caddesi  No:11 Ataşehir / İSTANBUL,SKT/57495,AC,AC_TYPE2,22
138.0,ŞRJ/20294,Afyon Sandıklı Belediyesi Sosyal Tesisi,HALKA_ACIK,spectrum girişimcilik,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ,SPECTRUM GİRİŞİMCİLİK YATIRIMCILIK YAZILIM DANIŞMANLIK ANONİM ŞİRKETİ, ,Tabduk Emre Mahallesi 1. Caddesi  No:6 /18 Sandıklı / AFYONKARAHİSAR,SKT/58003,AC,AC_TYPE2,14
139.0,ŞRJ/11300,BİZİM EVLER 4,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Tahtakale Mahallesi Abdi İpekçi Caddesi  No:3/11 Avcılar / İSTANBUL,SKT/27966,AC,AC_TYPE2,22
140.0,ŞRJ/11370,BİZİM EVLER 4,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Tahtakale Mahallesi Abdi İpekçi Caddesi  No:3/11 Avcılar / İSTANBUL,SKT/28180,AC,AC_TYPE2,22
141.0,ŞRJ/11439,MARMARA EVLERİ 3 SİTE YÖNETİMİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Marmara Mahallesi  No:19/C  Marmara Evleri 3  Sitesi C0 Blok Sosyal Tesis Beylikdüzü / İSTANBUL,SKT/28341,AC,AC_TYPE2,22
141.0,ŞRJ/11439,MARMARA EVLERİ 3 SİTE YÖNETİMİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Marmara Mahallesi  No:19/C  Marmara Evleri 3  Sitesi C0 Blok Sosyal Tesis Beylikdüzü / İSTANBUL,SKT/28342,AC,AC_TYPE2,22
142.0,ŞRJ/11587,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/28918,AC,AC_TYPE2,10
142.0,ŞRJ/11587,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/28919,AC,AC_TYPE2,10
143.0,ŞRJ/11624,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-2,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29026,AC,AC_TYPE2,10
143.0,ŞRJ/11624,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-2,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29027,AC,AC_TYPE2,10
144.0,ŞRJ/11625,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-3,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29028,AC,AC_TYPE2,10
144.0,ŞRJ/11625,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-3,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29029,AC,AC_TYPE2,10
145.0,ŞRJ/11626,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-4,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29030,AC,AC_TYPE2,10
145.0,ŞRJ/11626,EMLAK KONUT BAŞAKŞEHİR EVLERİ 1. ETAP 3.KISIM SİTE YÖNETİMİ-4,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kayabaşı Mahallesi Evliya Çelebi Caddesi  No:4 Başakşehir / İSTANBUL,SKT/29031,AC,AC_TYPE2,10
146.0,ŞRJ/11351,ŞEHRİ BAHAR 2,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Yeni Mahallesi Mahallesi Bağcılar Asf. Caddesi  No:148 34210 Bağcılar / İSTANBUL,SKT/28102,AC,AC_TYPE2,20
147.0,ŞRJ/11780,KRİSTAL ŞEHİR SİTESİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29619,AC,AC_TYPE2,11
147.0,ŞRJ/11780,KRİSTAL ŞEHİR SİTESİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29620,AC,AC_TYPE2,11
148.0,ŞRJ/11781,KRİSTAL ŞEHİR SİTESİ 2,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29621,AC,AC_TYPE2,11
148.0,ŞRJ/11781,KRİSTAL ŞEHİR SİTESİ 2,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29622,AC,AC_TYPE2,11
149.0,ŞRJ/11782,KRİSTAL ŞEHİR SİTESİ 3,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29623,AC,AC_TYPE2,22
149.0,ŞRJ/11782,KRİSTAL ŞEHİR SİTESİ 3,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Gökevler Mahallesi  No:3E /3/11 Esenyurt / İSTANBUL,SKT/29624,AC,AC_TYPE2,22
150.0,ŞRJ/11868,ADM PİRAMİT SİTESİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Akevler Mahallesi 1061. Sokak Sokağı  No:11 Esenyurt / İSTANBUL,SKT/29880,AC,AC_TYPE2,9
151.0,ŞRJ/11921,DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Orhantepe Mahallesi Tekel Sokağı  No:6 Kartal / İSTANBUL,SKT/30068,AC,AC_TYPE2,22
152.0,ŞRJ/11952,NİL SINAİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Karadenizliler Mahallesi Başyiği Caddesi  No:158 Başiskele / KOCAELİ,SKT/30160,DC,DC_CCS,120
153.0,ŞRJ/11666,HMB DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ DÖNER SERMAYE SAYMANLIĞI BEŞİKTAŞ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Dikilitaş Mahallesi Yenidoğan Sokağı  No:55 Beşiktaş / İSTANBUL,SKT/29139,AC,AC_TYPE2,5
154.0,ŞRJ/12231,NİLÜFERKÖY MAHALLESİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Nilüferköy Mahallesi Kelebek Sokağı  No:4 Osmangazi / BURSA,SKT/31142,AC,AC_TYPE2,3.5
155.0,ŞRJ/12368,TERPA DAYANIKLI TÜKETİM MALLARI TİCARET A.Ş.,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Altınparmak Mahallesi Karacakaya Sokağı  No:2 Altındağ / ANKARA,SKT/31631,AC,AC_TYPE2,7.5
156.0,ŞRJ/12369,KAVACIK SUBAYEVLERİ MAHALLESİ,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Kavacık Subayevleri Mahallesi Şehit Makbule Sokağı  No:12 Keçiören / ANKARA,SKT/31632,AC,AC_TYPE2,3
157.0,ŞRJ/12431,ANKARA OZAN WİNGS SİTESİ SİTE YÖNETİCİLİĞİ-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi Şehit Eren Bülbül Sokağı  No:39 Çankaya / ANKARA,SKT/31855,AC,AC_TYPE2,11
157.0,ŞRJ/12431,ANKARA OZAN WİNGS SİTESİ SİTE YÖNETİCİLİĞİ-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Alacaatlı Mahallesi Şehit Eren Bülbül Sokağı  No:39 Çankaya / ANKARA,SKT/31856,AC,AC_TYPE2,11
158.0,ŞRJ/12433,ANKARA OZAN CITY SİTESİ SİTE YÖNETİCİLİĞİ,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Yeni Bağlıca Mahallesi Kızılelma Sokağı  No:32 Etimesgut / ANKARA,SKT/31859,AC,AC_TYPE2,9
158.0,ŞRJ/12433,ANKARA OZAN CITY SİTESİ SİTE YÖNETİCİLİĞİ,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Yeni Bağlıca Mahallesi Kızılelma Sokağı  No:32 Etimesgut / ANKARA,SKT/31860,AC,AC_TYPE2,9
159.0,ŞRJ/12506,AFB ENERJİ MÜH. İNŞ.LTD.ŞTİ.,OZEL,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,İvedik O.s.b. Mahallesi 1551 Caddesi Yenimahalle / ANKARA,SKT/32058,DC,DC_CCS,120
160.0,ŞRJ/12581,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Aso Marifet Cami Otoparkı Caddesi Sincan / ANKARA,SKT/32263,AC,AC_TYPE2,11
160.0,ŞRJ/12581,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Aso Marifet Cami Otoparkı Caddesi Sincan / ANKARA,SKT/32264,AC,AC_TYPE2,11
160.0,ŞRJ/12581,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Aso Marifet Cami Otoparkı Caddesi Sincan / ANKARA,SKT/32265,AC,AC_TYPE2,11
160.0,ŞRJ/12581,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-1,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Aso Marifet Cami Otoparkı Caddesi Sincan / ANKARA,SKT/32266,AC,AC_TYPE2,22
161.0,ŞRJ/12582,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-2,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Türkmenistan Caddesi  No:1/101 Sincan / ANKARA,SKT/32267,AC,AC_TYPE2,11
161.0,ŞRJ/12582,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-2,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Ahi Evran Osb Mahallesi Türkmenistan Caddesi  No:1/101 Sincan / ANKARA,SKT/32268,AC,AC_TYPE2,22
162.0,ŞRJ/12583,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-3,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Esenyurt Caddesi  No:3 Sincan / ANKARA,SKT/32269,AC,AC_TYPE2,22
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32270,AC,AC_TYPE2,11
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32271,AC,AC_TYPE2,11
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32272,AC,AC_TYPE2,11
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32273,AC,AC_TYPE2,11
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32274,AC,AC_TYPE2,11
163.0,ŞRJ/12584,ASO 1. ORGANİZE SANAYİ BÖLGE BAŞKANLIĞI-4,HALKA_ACIK,Polestar,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ, ,Osmaniye Mahallesi Büyük Selçuklu Caddesi Sincan / ANKARA,SKT/32275,AC,AC_TYPE2,11
