Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53123,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53124,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53125,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53126,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53127,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53128,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53129,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53130,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53131,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53132,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53133,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53134,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53135,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53136,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53137,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53138,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53139,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53148,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53149,AC,AC_TYPE2,11
409.0,ŞRJ/19040,EKA-VADIEVLERI1-OT1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EMLAK KONUT VADİ EVLERİ 1. ETAP TOPLU YAPI YÖNETİMİ  , ,Bahçeşehir 2. Kısım Mahallesi Prof. Dr. Murat Dilmener Sokağı  No:51 Başakşehir / İSTANBUL,SKT/53150,AC,AC_TYPE2,11
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53258,AC,AC_TYPE2,22
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53259,AC,AC_TYPE2,22
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53260,AC,AC_TYPE2,22
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53261,AC,AC_TYPE2,22
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53262,AC,AC_TYPE2,22
410.0,ŞRJ/19063,CORUMBEL-AC,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Karakeçili Mahallesi Recep Tayyip Erdoğan Caddesi  No:10 Merkez / ÇORUM,SKT/53263,AC,AC_TYPE2,22
411.0,ŞRJ/19064,EKA-PARKFORBESAWM,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YILDIZ ENERJİ KATI YAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Süleymaniye Mahallesi  No:97/2 İskenderun / HATAY,SKT/53264,DC,DC_CCS,120
411.0,ŞRJ/19064,EKA-PARKFORBESAWM,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YILDIZ ENERJİ KATI YAKIT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  , ,Süleymaniye Mahallesi  No:97/2 İskenderun / HATAY,SKT/53265,DC,DC_CCS,120
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53266,AC,AC_TYPE2,22
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53267,AC,AC_TYPE2,22
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53268,AC,AC_TYPE2,22
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53269,AC,AC_TYPE2,22
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53270,AC,AC_TYPE2,22
412.0,ŞRJ/19065,SEHRİBAGCİLAR-1,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ŞEHR-İ BAĞCILAR TOPLU KONUTLARI  , ,Demirkapı Mahallesi 1708. Sokağı  No:1 Bağcılar / İSTANBUL,SKT/53271,AC,AC_TYPE2,22
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53274,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53275,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53276,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53277,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53278,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53279,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53280,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53281,AC,AC_TYPE2,11
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53282,AC,AC_TYPE2,22
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53283,AC,AC_TYPE2,22
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53284,AC,AC_TYPE2,22
413.0,ŞRJ/19067,MODERN-A,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ATAŞEHİR MODERN SİTESİ TOPLU YAPI YÖNETİMİ  , ,Atatürk Mahallesi Gülnihal Sokağı  No:13 Ataşehir / İSTANBUL,SKT/53285,AC,AC_TYPE2,22
414.0,ŞRJ/19077,Saraçoğlu DC1,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,SARAÇOĞLU MAHALLESİ TOPLU YAPI YÖNETİMİ  , ,Namık Kemal Mahallesi 95 Sokağı  No:1/26 Çankaya / ANKARA,SKT/53363,DC,DC_CCS,120
414.0,ŞRJ/19077,Saraçoğlu DC1,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,SARAÇOĞLU MAHALLESİ TOPLU YAPI YÖNETİMİ  , ,Namık Kemal Mahallesi 95 Sokağı  No:1/26 Çankaya / ANKARA,SKT/53364,DC,DC_CCS,120
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45513,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45514,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45515,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45516,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45517,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45518,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45519,AC,AC_TYPE2,11
415.0,ŞRJ/16738,EKA-ORMANKOY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ORMANKÖY TOPLU YAPI SİTESİ GEÇİCİ YÖNETİM  , ,Güngören Mahallesi Pelit Sokağı  No:3 Çekmeköy / İSTANBUL,SKT/45521,AC,AC_TYPE2,11
416.0,ŞRJ/19553,HALKALI-STS-OFS,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Halkalı Merkez Mahallesi 1438. Sokağı  No:2 Küçükçekmece / İSTANBUL,SKT/55260,DC,DC_CCS,120
416.0,ŞRJ/19553,HALKALI-STS-OFS,HALKA_ACIK,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ, ,Halkalı Merkez Mahallesi 1438. Sokağı  No:2 Küçükçekmece / İSTANBUL,SKT/55261,DC,DC_CCS,120
417.0,ŞRJ/19555,NIDAKULE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAKULE KÜÇÜKYALI OFİS YAPI GRUBU SİTE YÖNETİMİ  , ,Çınar Mahallesi Rıfkı Tongsir Sokağı  No:115 Maltepe / İSTANBUL,SKT/55265,DC,DC_CCS,120
417.0,ŞRJ/19555,NIDAKULE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAKULE KÜÇÜKYALI OFİS YAPI GRUBU SİTE YÖNETİMİ  , ,Çınar Mahallesi Rıfkı Tongsir Sokağı  No:115 Maltepe / İSTANBUL,SKT/55266,DC,DC_CCS,120
417.0,ŞRJ/19555,NIDAKULE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAKULE KÜÇÜKYALI OFİS YAPI GRUBU SİTE YÖNETİMİ  , ,Çınar Mahallesi Rıfkı Tongsir Sokağı  No:115 Maltepe / İSTANBUL,SKT/55267,DC,DC_CCS,120
417.0,ŞRJ/19555,NIDAKULE,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,NİDAKULE KÜÇÜKYALI OFİS YAPI GRUBU SİTE YÖNETİMİ  , ,Çınar Mahallesi Rıfkı Tongsir Sokağı  No:115 Maltepe / İSTANBUL,SKT/55268,DC,DC_CCS,120
418.0,ŞRJ/19556,TKNKYAPIERENKÖY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ÖZTAN GAYRİMENKUL GELİŞTİRME ANONİM ŞİRKETİ  , ,Sahrayıcedit Mahallesi Cebesoy Sokağı  No:34/1 Kadıköy / İSTANBUL,SKT/55269,DC,DC_CCS,120
418.0,ŞRJ/19556,TKNKYAPIERENKÖY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ÖZTAN GAYRİMENKUL GELİŞTİRME ANONİM ŞİRKETİ  , ,Sahrayıcedit Mahallesi Cebesoy Sokağı  No:34/1 Kadıköy / İSTANBUL,SKT/55270,DC,DC_CCS,120
418.0,ŞRJ/19556,TKNKYAPIERENKÖY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ÖZTAN GAYRİMENKUL GELİŞTİRME ANONİM ŞİRKETİ  , ,Sahrayıcedit Mahallesi Cebesoy Sokağı  No:34/1 Kadıköy / İSTANBUL,SKT/55271,DC,DC_CCS,120
418.0,ŞRJ/19556,TKNKYAPIERENKÖY,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,ÖZTAN GAYRİMENKUL GELİŞTİRME ANONİM ŞİRKETİ  , ,Sahrayıcedit Mahallesi Cebesoy Sokağı  No:34/1 Kadıköy / İSTANBUL,SKT/55272,DC,DC_CCS,120
419.0,ŞRJ/19069,TOZKOPARAN1E,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 1  , ,Tozkoparan Mahallesi General Fehmi Tuncalı Caddesi  No:2C Güngören / İSTANBUL,SKT/53295,AC,AC_TYPE2,11
419.0,ŞRJ/19069,TOZKOPARAN1E,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 1  , ,Tozkoparan Mahallesi General Fehmi Tuncalı Caddesi  No:2C Güngören / İSTANBUL,SKT/53296,AC,AC_TYPE2,11
419.0,ŞRJ/19069,TOZKOPARAN1E,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 1  , ,Tozkoparan Mahallesi General Fehmi Tuncalı Caddesi  No:2C Güngören / İSTANBUL,SKT/56340,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53055,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53056,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53057,AC,AC_TYPE2,11
420.0,ŞRJ/19032,TOZKOPARAN3E1K,OZEL,EKA ENERJİ,EKA ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,YENİ TOZKOPARAN KONUTLARI 3  , ,Tozkoparan Mahallesi Gölgeli Sokağı  No:2 Güngören / İSTANBUL,SKT/53058,AC,AC_TYPE2,11
