name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Citroën C5 Aircross Comfort Range Available,https://ev-database.org/car/3230/Citroen-C5-Aircross-Comfort-Range,375.0,389.0,197.0,73.7,90.0,8.9,1250.0,565.0,2184.0,"Citroën C5 Aircross Comfort Range Available to order since July 2025 C 5 4 V2 L H G Range* 375 km Efficiency* 197 Wh/km Weight 2,184 kg 0-100 8.9 sec 1-Stop Range 389 km Battery 73.7 kWh Fastcharge 90 kW Towing 1,250 kg Cargo Vol. 565 L Price/range* €104 /km €42,590 €39,490 £30,315",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
MG IM6 Long Range Available to,https://ev-database.org/car/3247/MG-IM6-Long-Range,500.0,629.0,193.0,96.5,250.0,5.4,,697.0,2320.0,"MG IM6 Long Range Available to order since July 2025 D 5 5 V2 L H G Range* 500 km Efficiency* 193 Wh/km Weight 2,320 kg 0-100 5.4 sec 1-Stop Range 629 km Battery 96.5 kWh Fastcharge 250 kW Towing unknown Cargo Vol. 697 L Price/range* €110 /km N/A N/A £47,995",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Hyundai Kona Electric 64.8 kWh (MY26),https://ev-database.org/car/3463/Hyundai-Kona-Electric-648-kWh,385.0,379.0,168.0,64.8,70.0,8.1,750.0,493.0,1790.0,"Hyundai Kona Electric 64.8 kWh (MY26) Available to order since January 2026 B 5 4 V2 L H G Range* 385 km Efficiency* 168 Wh/km Weight 1,790 kg 0-100 8.1 sec 1-Stop Range 379 km Battery 64.8 kWh Fastcharge 70 kW Towing 750 kg Cargo Vol. 493 L Price/range* €106 /km €41,340 €39,995 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Alfa Romeo Junior Elettrica 54 kWh,https://ev-database.org/car/2184/Alfa-Romeo-Junior-Elettrica-54-kWh,320.0,343.0,159.0,50.8,79.0,9.0,0.0,400.0,1620.0,"Alfa Romeo Junior Elettrica 54 kWh Available to order since April 2024 B 5 V2 L H G Range* 320 km Efficiency* 159 Wh/km Weight 1,620 kg 0-100 9.0 sec 1-Stop Range 343 km Battery 50.8 kWh Fastcharge 79 kW Towing 0 kg Cargo Vol. 400 L Price/range* €119 /km €39,500 €35,950 £33,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Mercedes-Benz B 250e Discontinued (January 2015,https://ev-database.org/car/1013/Mercedes-Benz-B-250e,150.0,106.0,187.0,28.0,0.0,7.9,,501.0,1725.0,"Mercedes-Benz B 250e Discontinued (January 2015 - October 2017) C 5 V2 L H G Range 150 km Efficiency 187 Wh/km Weight 1,725 kg 0-100 7.9 sec 1-Stop Range 106 km Battery 28.0 kWh Fastcharge 0 kW Towing unknown Cargo Vol. 501 L Price/range €256 /km €39,151 €42,881 £28,875",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Opel Combo-e Life 50 kWh Discontinued,https://ev-database.org/car/1544/Opel-Combo-e-Life-50-kWh,205.0,219.0,226.0,46.3,74.0,11.7,750.0,571.0,1739.0,"Opel Combo-e Life 50 kWh Discontinued (October 2021 - January 2024) N 7 V2 L H G Range* 205 km Efficiency* 226 Wh/km Weight 1,739 kg 0-100 11.7 sec 1-Stop Range 219 km Battery 46.3 kWh Fastcharge 74 kW Towing 750 kg Cargo Vol. 571 L Price/range* €198 /km €43,050 €39,434 £34,085",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model X Plaid (MY26) Available,https://ev-database.org/car/3386/Tesla-Model-X-Plaid,475.0,531.0,200.0,95.0,140.0,2.9,2250.0,608.0,2515.0,"Tesla Model X Plaid (MY26) Available to order since October 2025 F 6 V2 L H G Range* 475 km Efficiency* 200 Wh/km Weight 2,515 kg 0-100 2.9 sec 1-Stop Range 531 km Battery* 95.0 kWh Fastcharge 140 kW Towing 2,250 kg Cargo Vol. 608 L Price/range* €265 /km €125,970 €125,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Smart EQ forfour Discontinued (January 2020,https://ev-database.org/car/1232/Smart-EQ-forfour,95.0,66.0,176.0,16.7,0.0,12.7,0.0,185.0,1200.0,"Smart EQ forfour Discontinued (January 2020 - May 2022) A 4 V2 L H G Range 95 km Efficiency 176 Wh/km Weight 1,200 kg 0-100 12.7 sec 1-Stop Range 66 km Battery* 16.7 kWh Fastcharge 0 kW Towing 0 kg Cargo Vol. 185 L Price/range €241 /km €19,120 €23,995 £22,295",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model S Performance Discontinued (November,https://ev-database.org/car/1324/Tesla-Model-S-Performance,535.0,595.0,183.0,98.0,,2.8,0.0,894.0,2307.0,"Tesla Model S Performance Discontinued (November 2020 - March 2021) F 5 V2 L H G Range* 535 km Efficiency* 183 Wh/km Weight 2,307 kg 0-100 2.8 sec 1-Stop Range 595 km Battery* 98.0 kWh Fastcharge* 125 kW Towing 0 kg Cargo Vol. 894 L Price/range* €194 /km €98,990 €103,005 £94,980",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model X Long Range Discontinued,https://ev-database.org/car/1198/Tesla-Model-X-Long-Range,440.0,463.0,216.0,95.0,110.0,4.6,2250.0,,2505.0,"Tesla Model X Long Range Discontinued (June 2019 - October 2020) F 7 5 V2 L H G Range 440 km Efficiency 216 Wh/km Weight 2,505 kg 0-100 4.6 sec 1-Stop Range 463 km Battery* 95.0 kWh Fastcharge 110 kW Towing 2,250 kg Cargo Vol. unknown Price/range €206 /km €85,990 €90,005 £82,980",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Audi e-tron GT quattro Available to,https://ev-database.org/car/3182/Audi-e-tron-GT-quattro,540.0,700.0,180.0,97.0,267.0,4.0,0.0,482.0,2355.0,"Audi e-tron GT quattro Available to order since May 2025 F 4 V2 L H G Range 540 km Efficiency 180 Wh/km Weight 2,355 kg 0-100 4.0 sec 1-Stop Range 700 km Battery 97.0 kWh Fastcharge 267 kW Towing 0 kg Cargo Vol. 482 L Price/range €192 /km €108,900 €99,990 £88,555",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Volvo EX30 P5 Long Range (MY27),https://ev-database.org/car/3480/Volvo-EX30-P5-Long-Range,365.0,402.0,178.0,65.0,101.0,5.3,1600.0,325.0,1850.0,"Volvo EX30 P5 Long Range (MY27) Available to order since February 2026 B 5 5 V2 L H G Range* 365 km Efficiency* 178 Wh/km Weight 1,850 kg 0-100 5.3 sec 1-Stop Range 402 km Battery 65.0 kWh Fastcharge 101 kW Towing 1,600 kg Cargo Vol. 325 L Price/range* €110 /km N/A €39,995 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Smart #1 Pro+ (MY23) Available to,https://ev-database.org/car/1667/Smart-1-Proplus,335.0,357.0,185.0,62.0,90.0,6.7,1600.0,338.0,1863.0,"Smart #1 Pro+ (MY23) Available to order since March 2023 B 5 5 V2 L H G Range* 335 km Efficiency* 185 Wh/km Weight 1,863 kg 0-100 6.7 sec 1-Stop Range 357 km Battery 62.0 kWh Fastcharge 90 kW Towing 1,600 kg Cargo Vol. 338 L Price/range* €124 /km €42,490 €39,500 £36,960",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Hyundai IONIQ 5 Standard Range 2WD,https://ev-database.org/car/1476/Hyundai-IONIQ-5-Standard-Range-2WD,295.0,367.0,183.0,54.0,140.0,8.5,750.0,588.0,1905.0,"Hyundai IONIQ 5 Standard Range 2WD (MY21) Discontinued (July 2021 - August 2024) C 5 5 V2 L H G Range* 295 km Efficiency* 183 Wh/km Weight 1,905 kg 0-100 8.5 sec 1-Stop Range 367 km Battery* 54.0 kWh Fastcharge 140 kW Towing 750 kg Cargo Vol. 588 L Price/range* €162 /km €43,900 €49,295 £43,445",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Audi Q6 Sportback e-tron quattro (MY26),https://ev-database.org/car/3488/Audi-Q6-Sportback-e-tron-quattro,500.0,585.0,190.0,94.9,186.0,5.1,2400.0,575.0,2400.0,"Audi Q6 Sportback e-tron quattro (MY26) Available to order since January 2026 D 5 5 V2 L H G Range* 500 km Efficiency* 190 Wh/km Weight 2,400 kg 0-100 5.1 sec 1-Stop Range 585 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,400 kg Cargo Vol. 575 L Price/range* €156 /km €77,100 €73,990 £72,065",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Toyota Proace Verso L 75 kWh,https://ev-database.org/car/2267/Toyota-Proace-Verso-L-75-kWh,265.0,252.0,260.0,69.0,77.0,13.3,1000.0,989.0,2240.0,"Toyota Proace Verso L 75 kWh Available to order since May 2024 N 9 V2 L H G Range* 265 km Efficiency* 260 Wh/km Weight 2,240 kg 0-100 13.3 sec 1-Stop Range 252 km Battery 69.0 kWh Fastcharge 77 kW Towing 1,000 kg Cargo Vol. 989 L Price/range* €219 /km €58,195 €62,070 £46,595",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Volkswagen ID.4 Pure (MY27) Available to,https://ev-database.org/car/3495/Volkswagen-ID4-Pure,340.0,361.0,171.0,58.0,90.0,8.5,1000.0,533.0,2065.0,"Volkswagen ID.4 Pure (MY27) Available to order since March 2026 C 5 V2 L H G Range* 340 km Efficiency* 171 Wh/km Weight 2,065 kg 0-100 8.5 sec 1-Stop Range 361 km Battery 58.0 kWh Fastcharge 90 kW Towing 1,000 kg Cargo Vol. 533 L Price/range* €121 /km €40,580 €39,990 £36,995",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model X Dual Motor Discontinued,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor,485.0,539.0,196.0,95.0,,3.9,2300.0,608.0,2415.0,"Tesla Model X Dual Motor Discontinued (January 2023 - July 2025) F 7 V2 L H G Range 485 km Efficiency 196 Wh/km Weight 2,415 kg 0-100 3.9 sec 1-Stop Range 539 km Battery* 95.0 kWh Fastcharge* 140 kW Towing 2,300 kg Cargo Vol. 608 L Price/range* €242 /km €115,970 €115,990 * £105,000",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Dongfeng Box 31.4 kWh Available to,https://ev-database.org/car/3035/Dongfeng-Box-314-kWh,190.0,205.0,153.0,29.0,50.0,,,326.0,1251.0,"Dongfeng Box 31.4 kWh Available to order since June 2025 B 5 3 V2 L H G Range* 190 km Efficiency* 153 Wh/km Weight 1,251 kg 0-100* 12.5 sec 1-Stop Range 205 km Battery* 29.0 kWh Fastcharge 50 kW Towing unknown Cargo Vol. 326 L Price/range* €124 /km N/A €23,499 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Citroën ë-C3 Urban Range 30 kWh,https://ev-database.org/car/3280/Citroen-e-C3-Urban-Range-30-kWh,175.0,156.0,170.0,29.8,30.0,11.6,0.0,310.0,1413.0,"Citroën ë-C3 Urban Range 30 kWh Available to order since September 2025 B 5 V2 L H G Range* 175 km Efficiency* 170 Wh/km Weight 1,413 kg 0-100 11.6 sec 1-Stop Range 156 km Battery* 29.8 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 310 L Price/range* €119 /km €19,990 €20,990 £18,495",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Opel Corsa Electric 50 kWh (MY25),https://ev-database.org/car/3220/Opel-Corsa-Electric-50-kWh,290.0,315.0,160.0,46.3,74.0,8.7,0.0,267.0,1544.0,"Opel Corsa Electric 50 kWh (MY25) Available to order since April 2025 B 5 V2 L H G Range* 290 km Efficiency* 160 Wh/km Weight 1,544 kg 0-100 8.7 sec 1-Stop Range 315 km Battery 46.3 kWh Fastcharge 74 kW Towing 0 kg Cargo Vol. 267 L Price/range* €102 /km €29,990 €28,999 £26,005",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model S P100D Discontinued (September,https://ev-database.org/car/1075/Tesla-Model-S-P100D,475.0,477.0,200.0,95.0,100.0,2.7,0.0,895.0,2316.0,"Tesla Model S P100D Discontinued (September 2016 - February 2019) F 5 V2 L H G Range 475 km Efficiency 200 Wh/km Weight 2,316 kg 0-100 2.7 sec 1-Stop Range 477 km Battery* 95.0 kWh Fastcharge 100 kW Towing 0 kg Cargo Vol. 895 L Price/range €311 /km €145,420 €151,020 £127,750",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Mercedes-Benz EQS SUV 450 4MATIC Available,https://ev-database.org/car/2088/Mercedes-Benz-EQS-SUV-450-4MATIC,530.0,543.0,223.0,118.0,160.0,6.1,1800.0,645.0,2840.0,"Mercedes-Benz EQS SUV 450 4MATIC Available to order since October 2023 F 7 V2 L H G Range* 530 km Efficiency* 223 Wh/km Weight 2,840 kg 0-100 6.1 sec 1-Stop Range 543 km Battery 118.0 kWh Fastcharge 160 kW Towing 1,800 kg Cargo Vol. 645 L Price/range* €247 /km €114,609 €129,660 £129,480",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
XPENG P7+ AWD Performance (MY26) Available,https://ev-database.org/car/3433/XPENG-P7plus-AWD-Performance,425.0,563.0,172.0,73.0,260.0,4.3,1500.0,573.0,2275.0,"XPENG P7+ AWD Performance (MY26) Available to order since January 2026 E 5 V2 L H G Range* 425 km Efficiency* 172 Wh/km Weight 2,275 kg 0-100 4.3 sec 1-Stop Range 563 km Battery* 73.0 kWh Fastcharge 260 kW Towing 1,500 kg Cargo Vol. 573 L Price/range* €127 /km €53,600 €53,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Peugeot e-2008 (MY22-23) Discontinued (November 2021,https://ev-database.org/car/1584/Peugeot-e-2008,270.0,292.0,171.0,46.3,74.0,8.5,0.0,434.0,1623.0,"Peugeot e-2008 (MY22-23) Discontinued (November 2021 - July 2023) B 5 V2 L H G Range* 270 km Efficiency* 171 Wh/km Weight 1,623 kg 0-100 8.5 sec 1-Stop Range 292 km Battery 46.3 kWh Fastcharge 74 kW Towing 0 kg Cargo Vol. 434 L Price/range* €146 /km €37,900 €40,070 £35,150",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Škoda Enyaq Coupe RS (MY27) Available,https://ev-database.org/car/3576/Skoda-Enyaq-Coupe-RS,460.0,510.0,167.0,77.0,115.0,5.4,2200.0,591.0,2243.0,"Škoda Enyaq Coupe RS (MY27) Available to order since April 2026 C 5 5 V2 L H G Range* 460 km Efficiency* 167 Wh/km Weight 2,243 kg 0-100 5.4 sec 1-Stop Range 510 km Battery 77.0 kWh Fastcharge 115 kW Towing 2,200 kg Cargo Vol. 591 L Price/range* €131 /km €61,600 €55,990 £54,370",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
BMW iX M60 Discontinued (April 2022,https://ev-database.org/car/1590/BMW-iX-M60,485.0,510.0,217.0,105.2,139.0,3.8,2500.0,500.0,2659.0,"BMW iX M60 Discontinued (April 2022 - January 2025) E 5 5 V2 L H G Range* 485 km Efficiency* 217 Wh/km Weight 2,659 kg 0-100 3.8 sec 1-Stop Range 510 km Battery 105.2 kWh Fastcharge 139 kW Towing 2,500 kg Cargo Vol. 500 L Price/range* €285 /km €136,100 €137,041 £122,775",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Mini Cooper E Available to order,https://ev-database.org/car/1997/Mini-Cooper-E,250.0,267.0,146.0,36.6,60.0,7.3,0.0,200.0,1615.0,"Mini Cooper E Available to order since December 2023 B 4 5 V2 L H G Range* 250 km Efficiency* 146 Wh/km Weight 1,615 kg 0-100 7.3 sec 1-Stop Range 267 km Battery 36.6 kWh Fastcharge 60 kW Towing 0 kg Cargo Vol. 200 L Price/range* €138 /km €32,900 €35,990 £30,000",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Zeekr 001 Long Range RWD (MY24),https://ev-database.org/car/1933/Zeekr-001-Long-Range-RWD,505.0,547.0,186.0,94.0,135.0,7.2,1500.0,599.0,2275.0,"Zeekr 001 Long Range RWD (MY24) Available to order since September 2023 E 5 5 V2 L H G Range* 505 km Efficiency* 186 Wh/km Weight 2,275 kg 0-100 7.2 sec 1-Stop Range 547 km Battery 94.0 kWh Fastcharge 135 kW Towing 1,500 kg Cargo Vol. 599 L Price/range* €116 /km €60,950 €55,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Ford Explorer Standard Range RWD (MY26),https://ev-database.org/car/3446/Ford-Explorer-Standard-Range-RWD,335.0,353.0,173.0,58.0,,8.0,1000.0,532.0,1996.0,"Ford Explorer Standard Range RWD (MY26) Available to order since January 2026 C 5 V2 L H G Range* 335 km Efficiency* 173 Wh/km Weight 1,996 kg 0-100 8.0 sec 1-Stop Range 353 km Battery 58.0 kWh Fastcharge* 85 kW Towing 1,000 kg Cargo Vol. 532 L Price/range* €119 /km €39,900 €38,950 £35,185",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Renault 5 E-Tech 40kWh 120hp Available,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp,260.0,269.0,154.0,40.0,55.0,9.0,500.0,326.0,1447.0,"Renault 5 E-Tech 40kWh 120hp Available to order since November 2024 B 5 4 V2 L H G Range* 260 km Efficiency* 154 Wh/km Weight 1,447 kg 0-100 9.0 sec 1-Stop Range 269 km Battery 40.0 kWh Fastcharge 55 kW Towing 500 kg Cargo Vol. 326 L Price/range* €103 /km €27,900 €27,990 £21,495",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Cadillac LYRIQ 600 E4 (MY24) Available,https://ev-database.org/car/2243/Cadillac-LYRIQ-600-E4,460.0,492.0,222.0,102.0,165.0,5.3,1587.0,793.0,2774.0,"Cadillac LYRIQ 600 E4 (MY24) Available to order since June 2024 E 5 V2 L H G Range* 460 km Efficiency* 222 Wh/km Weight 2,774 kg 0-100 5.3 sec 1-Stop Range 492 km Battery 102.0 kWh Fastcharge 165 kW Towing 1,587 kg Cargo Vol. 793 L Price/range* €180 /km €83,000 N/A N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
XPENG G6 RWD Long Range (MY24),https://ev-database.org/car/2182/XPENG-G6-RWD-Long-Range,480.0,574.0,182.0,87.5,180.0,6.7,1500.0,571.0,2100.0,"XPENG G6 RWD Long Range (MY24) Discontinued (May 2024 - December 2025) D 5 5 V2 L H G Range* 480 km Efficiency* 182 Wh/km Weight 2,100 kg 0-100 6.7 sec 1-Stop Range 574 km Battery 87.5 kWh Fastcharge 180 kW Towing 1,500 kg Cargo Vol. 571 L Price/range* €104 /km €47,600 €49,990 £44,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
