name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Volvo EX60 Cross Country P10 AWD,https://ev-database.org/car/3444/Volvo-EX60-Cross-Country-P10-AWD,490.0,603.0,186.0,91.0,215.0,4.7,2400.0,575.0,2370.0,"Volvo EX60 Cross Country P10 AWD (MY28) Available to order from January 2027* D 5 V2 L H G Range* 490 km Efficiency* 186 Wh/km Weight 2,370 kg 0-100 4.7 sec 1-Stop Range 603 km Battery 91.0 kWh Fastcharge 215 kW Towing 2,400 kg Cargo Vol. 575 L Price/range* €143 /km €68,990 €69,995 * £62,000",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Leapmotor B10 56.2 kWh Available to,https://ev-database.org/car/3232/Leapmotor-B10-562-kWh,305.0,350.0,180.0,55.0,100.0,8.0,750.0,430.0,1855.0,"Leapmotor B10 56.2 kWh Available to order since August 2025 C 5 5 V2 L H G Range* 305 km Efficiency* 180 Wh/km Weight 1,855 kg 0-100 8.0 sec 1-Stop Range 350 km Battery* 55.0 kWh Fastcharge 100 kW Towing 750 kg Cargo Vol. 430 L Price/range* €95 /km €29,900 €27,995 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Leapmotor C10 RWD 81.9 kWh Available,https://ev-database.org/car/3387/Leapmotor-C10-RWD-819-kWh,410.0,439.0,200.0,81.9,120.0,6.6,1500.0,467.0,2130.0,"Leapmotor C10 RWD 81.9 kWh Available to order since October 2025 D 5 5 V2 L H G Range* 410 km Efficiency* 200 Wh/km Weight 2,130 kg 0-100 6.6 sec 1-Stop Range 439 km Battery 81.9 kWh Fastcharge 120 kW Towing 1,500 kg Cargo Vol. 467 L Price/range* €103 /km €41,900 €42,550 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Lexus RZ 450e (MY23-25) Discontinued (February,https://ev-database.org/car/1677/Lexus-RZ-450e,350.0,373.0,183.0,64.0,85.0,5.6,750.0,522.0,2130.0,"Lexus RZ 450e (MY23-25) Discontinued (February 2023 - October 2025) D 5 5 V2 L H G Range 350 km Efficiency 183 Wh/km Weight 2,130 kg 0-100 5.6 sec 1-Stop Range 373 km Battery 64.0 kWh Fastcharge 85 kW Towing 750 kg Cargo Vol. 522 L Price/range €183 /km €67,890 €59,995 £55,595",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
BMW iX1 xDrive30 (MY26) Available to,https://ev-database.org/car/3459/BMW-iX1-xDrive30,390.0,419.0,167.0,65.2,95.0,5.6,1200.0,490.0,2085.0,"BMW iX1 xDrive30 (MY26) Available to order since February 2026 C 5 V2 L H G Range* 390 km Efficiency* 167 Wh/km Weight 2,085 kg 0-100 5.6 sec 1-Stop Range 419 km Battery 65.2 kWh Fastcharge 95 kW Towing 1,200 kg Cargo Vol. 490 L Price/range* €148 /km €56,600 €59,874 £49,495",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model 3 Performance Discontinued (February,https://ev-database.org/car/1139/Tesla-Model-3-Performance,440.0,528.0,167.0,73.5,136.0,3.7,0.0,542.0,1931.0,"Tesla Model 3 Performance Discontinued (February 2019 - October 2020) D 5 5 V2 L H G Range 440 km Efficiency 167 Wh/km Weight 1,931 kg 0-100 3.7 sec 1-Stop Range 528 km Battery* 73.5 kWh Fastcharge 136 kW Towing 0 kg Cargo Vol. 542 L Price/range €145 /km €61,480 €65,595 £56,490",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
MG MG4 Electric XPOWER (MY23-25) Discontinued,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER,320.0,357.0,193.0,61.7,107.0,3.8,500.0,363.0,1878.0,"MG MG4 Electric XPOWER (MY23-25) Discontinued (August 2023 - February 2026) C 5 5 V2 L H G Range* 320 km Efficiency* 193 Wh/km Weight 1,878 kg 0-100 3.8 sec 1-Stop Range 357 km Battery 61.7 kWh Fastcharge 107 kW Towing 500 kg Cargo Vol. 363 L Price/range* €139 /km €46,990 €43,970 £36,745",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Volkswagen ID. Buzz LWB GTX Available,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-,380.0,425.0,226.0,86.0,145.0,6.5,1600.0,1340.0,2758.0,"Volkswagen ID. Buzz LWB GTX Available to order since August 2024 N 7 V2 L H G Range 380 km Efficiency 226 Wh/km Weight 2,758 kg 0-100 6.5 sec 1-Stop Range 425 km Battery 86.0 kWh Fastcharge 145 kW Towing 1,600 kg Cargo Vol. 1,340 L Price/range €196 /km €74,928 €70,990 £67,795",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Tesla Model X AWD (MY26) Available,https://ev-database.org/car/3385/Tesla-Model-X-AWD,490.0,544.0,194.0,95.0,140.0,3.9,2300.0,608.0,2423.0,"Tesla Model X AWD (MY26) Available to order since October 2025 F 7 V2 L H G Range* 490 km Efficiency* 194 Wh/km Weight 2,423 kg 0-100 3.9 sec 1-Stop Range 544 km Battery* 95.0 kWh Fastcharge 140 kW Towing 2,300 kg Cargo Vol. 608 L Price/range* €237 /km €115,970 €115,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Toyota Urban Cruiser 61.1 kWh Available,https://ev-database.org/car/3209/Toyota-Urban-Cruiser-611-kWh,330.0,307.0,181.0,59.8,60.0,8.7,750.0,238.0,1835.0,"Toyota Urban Cruiser 61.1 kWh Available to order since May 2025 B 5 4 V2 L H G Range* 330 km Efficiency* 181 Wh/km Weight 1,835 kg 0-100 8.7 sec 1-Stop Range 307 km Battery 59.8 kWh Fastcharge 60 kW Towing 750 kg Cargo Vol. 238 L Price/range* €116 /km €38,990 €35,795 £34,460",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Ford Mustang Mach-E ER RWD (MY24),https://ev-database.org/car/2278/Ford-Mustang-Mach-E-ER-RWD,480.0,489.0,190.0,91.0,115.0,5.9,1500.0,619.0,2161.0,"Ford Mustang Mach-E ER RWD (MY24) Discontinued (July 2024 - June 2025) D 5 5 V2 L H G Range* 480 km Efficiency* 190 Wh/km Weight 2,161 kg 0-100 5.9 sec 1-Stop Range 489 km Battery 91.0 kWh Fastcharge 115 kW Towing 1,500 kg Cargo Vol. 619 L Price/range* €120 /km €58,500 €54,400 £52,390",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
KGM Musso EV 4WD (MY25) Discontinued,https://ev-database.org/car/3227/KGM-Musso-EV-4WD,360.0,351.0,224.0,80.6,100.0,8.0,1800.0,907.0,2385.0,"KGM Musso EV 4WD (MY25) Discontinued (September 2025 - December 2025) N 5 V2 L H G Range* 360 km Efficiency* 224 Wh/km Weight 2,385 kg 0-100 8.0 sec 1-Stop Range 351 km Battery 80.6 kWh Fastcharge 100 kW Towing 1,800 kg Cargo Vol. 907 L Price/range* €131 /km €45,990 €48,490 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
XPENG G9 AWD Performance (MY24) Discontinued,https://ev-database.org/car/1826/XPENG-G9-AWD-Performance,465.0,570.0,200.0,93.1,212.0,3.9,1500.0,731.0,2415.0,"XPENG G9 AWD Performance (MY24) Discontinued (February 2023 - August 2025) E 5 5 V2 L H G Range 465 km Efficiency 200 Wh/km Weight 2,415 kg 0-100 3.9 sec 1-Stop Range 570 km Battery 93.1 kWh Fastcharge 212 kW Towing 1,500 kg Cargo Vol. 731 L Price/range €156 /km €71,600 €73,188 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Maxus MIFA 9 Available to order,https://ev-database.org/car/1837/Maxus-MIFA-9,360.0,340.0,233.0,84.0,103.0,9.2,1000.0,521.0,2485.0,"Maxus MIFA 9 Available to order since February 2023 N 7 5 V2 L H G Range 360 km Efficiency 233 Wh/km Weight 2,485 kg 0-100 9.2 sec 1-Stop Range 340 km Battery* 84.0 kWh Fastcharge 103 kW Towing 1,000 kg Cargo Vol. 521 L Price/range €200 /km €68,990 N/A £65,290",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=7-50
Volkswagen ID.7 Pro S (MY24-25) Discontinued,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S,525.0,600.0,164.0,86.0,145.0,6.6,1000.0,532.0,2226.0,"Volkswagen ID.7 Pro S (MY24-25) Discontinued (June 2024 - July 2025) E 5 5 V2 L H G Range* 525 km Efficiency* 164 Wh/km Weight 2,226 kg 0-100 6.6 sec 1-Stop Range 600 km Battery 86.0 kWh Fastcharge 145 kW Towing 1,000 kg Cargo Vol. 532 L Price/range* €114 /km €58,985 €56,990 £55,450",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Hyundai IONIQ 6 N (MY26) Available,https://ev-database.org/car/3449/Hyundai-IONIQ-6-N,440.0,543.0,182.0,80.0,196.0,3.2,0.0,371.0,2166.0,"Hyundai IONIQ 6 N (MY26) Available to order since January 2026 D 5 V2 L H G Range* 440 km Efficiency* 182 Wh/km Weight 2,166 kg 0-100 3.2 sec 1-Stop Range 543 km Battery* 80.0 kWh Fastcharge 196 kW Towing 0 kg Cargo Vol. 371 L Price/range* €171 /km €75,900 €73,995 £65,800",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
CUPRA Born VZ (MY25-26) Available to,https://ev-database.org/car/2128/CUPRA-Born-VZ,465.0,517.0,170.0,79.0,,5.6,0.0,385.0,1999.0,"CUPRA Born VZ (MY25-26) Available to order since June 2024 C 5 V2 L H G Range* 465 km Efficiency* 170 Wh/km Weight 1,999 kg 0-100 5.6 sec 1-Stop Range 517 km Battery 79.0 kWh Fastcharge* 135 kW Towing 0 kg Cargo Vol. 385 L Price/range* €111 /km €52,870 €49,990 £44,820",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Mercedes-Benz EQE 350+ (MY24) Discontinued (April,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus,555.0,597.0,173.0,96.0,141.0,6.5,750.0,430.0,2415.0,"Mercedes-Benz EQE 350+ (MY24) Discontinued (April 2024 - June 2025) E 5 5 V2 L H G Range* 555 km Efficiency* 173 Wh/km Weight 2,415 kg 0-100 6.5 sec 1-Stop Range 597 km Battery 96.0 kWh Fastcharge 141 kW Towing 750 kg Cargo Vol. 430 L Price/range* €136 /km €71,412 €75,736 £68,360",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Volkswagen ID.7 Tourer GTX (MY26) Available,https://ev-database.org/car/3261/Volkswagen-ID7-Tourer-GTX,500.0,566.0,172.0,86.0,145.0,5.5,1800.0,605.0,2336.0,"Volkswagen ID.7 Tourer GTX (MY26) Available to order since July 2025 E 5 5 V2 L H G Range* 500 km Efficiency* 172 Wh/km Weight 2,336 kg 0-100 5.5 sec 1-Stop Range 566 km Battery 86.0 kWh Fastcharge 145 kW Towing 1,800 kg Cargo Vol. 605 L Price/range* €132 /km €64,065 €64,990 £59,900",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Zeekr X Long Range RWD (MY25),https://ev-database.org/car/3198/Zeekr-X-Long-Range-RWD,360.0,392.0,181.0,65.0,101.0,5.6,1600.0,383.0,1930.0,"Zeekr X Long Range RWD (MY25) Available to order since May 2025 B 5 5 V2 L H G Range* 360 km Efficiency* 181 Wh/km Weight 1,930 kg 0-100 5.6 sec 1-Stop Range 392 km Battery 65.0 kWh Fastcharge 101 kW Towing 1,600 kg Cargo Vol. 383 L Price/range* €121 /km €43,450 €43,490 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
CUPRA Raval 85 kW - 37,https://ev-database.org/car/3507/CUPRA-Raval-85-kW---37-kWh,235.0,220.0,157.0,37.0,30.0,11.0,500.0,441.0,1568.0,"CUPRA Raval 85 kW - 37 kWh Available to order since May 2026 B 5 V2 L H G Range* 235 km Efficiency* 157 Wh/km Weight 1,568 kg 0-100 11.0 sec 1-Stop Range 220 km Battery 37.0 kWh Fastcharge 30 kW Towing 500 kg Cargo Vol. 441 L Price/range* €113 /km N/A €25,990 * £23,785",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Porsche Macan Electric (MY25) Discontinued (July,https://ev-database.org/car/2083/Porsche-Macan-Electric,495.0,578.0,192.0,94.9,186.0,5.7,2000.0,624.0,2295.0,"Porsche Macan Electric (MY25) Discontinued (July 2024 - November 2025) D 5 5 V2 L H G Range* 495 km Efficiency* 192 Wh/km Weight 2,295 kg 0-100 5.7 sec 1-Stop Range 578 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,000 kg Cargo Vol. 624 L Price/range* €165 /km €80,700 €86,000 £68,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Porsche Macan 4 Electric (MY24-25) Discontinued,https://ev-database.org/car/2084/Porsche-Macan-4-Electric,470.0,553.0,202.0,94.9,186.0,5.2,2000.0,624.0,2405.0,"Porsche Macan 4 Electric (MY24-25) Discontinued (January 2024 - October 2025) D 5 5 V2 L H G Range 470 km Efficiency 202 Wh/km Weight 2,405 kg 0-100 5.2 sec 1-Stop Range 553 km Battery 94.9 kWh Fastcharge 186 kW Towing 2,000 kg Cargo Vol. 624 L Price/range €180 /km €84,100 €88,900 £69,800",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Toyota bZ4X FWD 73.1 kWh (MY25),https://ev-database.org/car/3134/Toyota-bZ4X-FWD-731-kWh,385.0,423.0,179.0,69.0,110.0,7.4,750.0,452.0,2000.0,"Toyota bZ4X FWD 73.1 kWh (MY25) Available to order since July 2025 C 5 5 V2 L H G Range* 385 km Efficiency* 179 Wh/km Weight 2,000 kg 0-100 7.4 sec 1-Stop Range 423 km Battery 69.0 kWh Fastcharge 110 kW Towing 750 kg Cargo Vol. 452 L Price/range* €128 /km €47,990 €45,995 £46,760",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Volkswagen ID. Buzz Pro Discontinued (September,https://ev-database.org/car/1651/Volkswagen-ID-Buzz-Pro,345.0,368.0,223.0,77.0,115.0,10.2,1000.0,1121.0,2459.0,"Volkswagen ID. Buzz Pro Discontinued (September 2022 - July 2024) N 5 5 V2 L H G Range 345 km Efficiency 223 Wh/km Weight 2,459 kg 0-100 10.2 sec 1-Stop Range 368 km Battery 77.0 kWh Fastcharge 115 kW Towing 1,000 kg Cargo Vol. 1,121 L Price/range €183 /km €64,581 €56,990 £59,035",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Volvo EX30 Twin Motor Performance (MY24-26),https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance,340.0,376.0,191.0,65.0,101.0,3.6,1600.0,325.0,1960.0,"Volvo EX30 Twin Motor Performance (MY24-26) Available to order since June 2023 B 5 5 V2 L H G Range 340 km Efficiency 191 Wh/km Weight 1,960 kg 0-100 3.6 sec 1-Stop Range 376 km Battery 65.0 kWh Fastcharge 101 kW Towing 1,600 kg Cargo Vol. 325 L Price/range €145 /km €51,690 €47,795 £42,360",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Porsche Taycan Turbo GT Available to,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,475.0,610.0,204.0,97.0,267.0,2.3,0.0,410.0,2365.0,"Porsche Taycan Turbo GT Available to order since March 2024 F 5 V2 L H G Range* 475 km Efficiency* 204 Wh/km Weight 2,365 kg 0-100 2.3 sec 1-Stop Range 610 km Battery 97.0 kWh Fastcharge 267 kW Towing 0 kg Cargo Vol. 410 L Price/range* €496 /km €240,000 €249,900 £189,200",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Škoda Enyaq 85x (MY27) Available to,https://ev-database.org/car/3571/Skoda-Enyaq-85x,450.0,494.0,171.0,77.0,115.0,6.3,2000.0,606.0,2218.0,"Škoda Enyaq 85x (MY27) Available to order since April 2026 C 5 5 V2 L H G Range* 450 km Efficiency* 171 Wh/km Weight 2,218 kg 0-100 6.3 sec 1-Stop Range 494 km Battery 77.0 kWh Fastcharge 115 kW Towing 2,000 kg Cargo Vol. 606 L Price/range* €122 /km €53,250 N/A £49,270",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
BYD ATTO 2 45.12 kWh Available,https://ev-database.org/car/3125/BYD-ATTO-2-4512-kWh,245.0,235.0,184.0,45.1,51.0,7.9,750.0,400.0,1645.0,"BYD ATTO 2 45.12 kWh Available to order since March 2025 B 5 V2 L H G Range* 245 km Efficiency* 184 Wh/km Weight 1,645 kg 0-100 7.9 sec 1-Stop Range 235 km Battery 45.1 kWh Fastcharge 51 kW Towing 750 kg Cargo Vol. 400 L Price/range* €130 /km €31,990 €31,690 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
BYD DOLPHIN 44.9 kWh Active (MY24),https://ev-database.org/car/1917/BYD-DOLPHIN-449-kWh-Active,265.0,251.0,169.0,44.9,50.0,12.3,0.0,345.0,1650.0,"BYD DOLPHIN 44.9 kWh Active (MY24) Discontinued (July 2023 - June 2025) C 5 5 V2 L H G Range* 265 km Efficiency* 169 Wh/km Weight 1,650 kg 0-100 12.3 sec 1-Stop Range 251 km Battery 44.9 kWh Fastcharge 50 kW Towing 0 kg Cargo Vol. 345 L Price/range* €113 /km N/A €29,990 £26,195",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Volkswagen ID.3 Pro (MY24-26) Available to,https://ev-database.org/car/2213/Volkswagen-ID3-Pro,365.0,422.0,162.0,59.0,110.0,7.6,0.0,385.0,1815.0,"Volkswagen ID.3 Pro (MY24-26) Available to order since May 2024 C 5 5 V2 L H G Range* 365 km Efficiency* 162 Wh/km Weight 1,815 kg 0-100 7.6 sec 1-Stop Range 422 km Battery 59.0 kWh Fastcharge 110 kW Towing 0 kg Cargo Vol. 385 L Price/range* €104 /km €36,425 €37,990 £34,240",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Lexus UX 300e Discontinued (November 2020,https://ev-database.org/car/1251/Lexus-UX-300e,235.0,199.0,191.0,45.0,32.0,7.5,0.0,316.0,1860.0,"Lexus UX 300e Discontinued (November 2020 - July 2023) C 5 5 V2 L H G Range 235 km Efficiency 191 Wh/km Weight 1,860 kg 0-100 7.5 sec 1-Stop Range 199 km Battery* 45.0 kWh Fastcharge 32 kW Towing 0 kg Cargo Vol. 316 L Price/range €198 /km €47,550 €51,995 £34,770",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
Audi Q4 e-tron 40 (MY25) Available,https://ev-database.org/car/3148/Audi-Q4-e-tron-40,325.0,378.0,182.0,59.0,110.0,8.1,1000.0,520.0,2035.0,"Audi Q4 e-tron 40 (MY25) Available to order since April 2025 C 5 5 V2 L H G Range* 325 km Efficiency* 182 Wh/km Weight 2,035 kg 0-100 8.1 sec 1-Stop Range 378 km Battery 59.0 kWh Fastcharge 110 kW Towing 1,000 kg Cargo Vol. 520 L Price/range* €149 /km €46,150 €44,990 £46,660",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=8-50
